State,Crop,Season,Year,Area,Production
Punjab,Maize,Rabi,2019,63.49,152.85
Maharashtra,Maize,Kharif,2022,586.29,2880.06
Karnataka,Wheat,Rabi,2018,726.04,3507.2
Karnataka,Cotton,Kharif,2021,344.66,711.66
Karnataka,Rice,Rabi,2018,139.61,646.69
Tamil Nadu,Rice,Kharif,2022,45.78,223.62
Punjab,Maize,Rabi,2022,104.29,273.77
Tamil Nadu,Maize,Rabi,2020,366.14,923.7
Maharashtra,Wheat,Rabi,2019,19.77,69.06
Karnataka,Wheat,Kharif,2023,703.85,3082.71
Maharashtra,Cotton,Kharif,2023,154.47,326.07
Tamil Nadu,Cotton,Kharif,2019,840.34,3862.34
Punjab,Maize,Kharif,2023,40.63,150.05
Karnataka,Wheat,Kharif,2021,602.6,1910.67
Karnataka,Maize,Rabi,2020,152.38,577.25
Maharashtra,Rice,Rabi,2022,81.39,306.3
Maharashtra,Cotton,Kharif,2021,837.25,1720.36
Karnataka,Wheat,Kharif,2022,556.93,2675.75
Punjab,Rice,Rabi,2022,857.1,3623.59
Maharashtra,Rice,Rabi,2018,961.48,2435.53
Maharashtra,Wheat,Rabi,2019,553.75,1247.51
Punjab,Rice,Rabi,2022,662.29,2332.58
Tamil Nadu,Cotton,Kharif,2018,625.68,2186.78
Maharashtra,Rice,Rabi,2023,585.57,1231.75
Punjab,Maize,Rabi,2019,163.63,649.94
Punjab,Rice,Kharif,2022,967.17,3320.6
Maharashtra,Cotton,Kharif,2022,536.71,1842.9
Tamil Nadu,Rice,Rabi,2022,361.05,1468.25
Maharashtra,Maize,Rabi,2019,971.93,2319.6
Karnataka,Cotton,Rabi,2021,12.18,60.66
Tamil Nadu,Cotton,Rabi,2021,412.23,1290.48
Tamil Nadu,Rice,Rabi,2023,384.48,1708.77
Tamil Nadu,Maize,Rabi,2023,248.03,784.45
Tamil Nadu,Wheat,Rabi,2020,115.44,558.19
Punjab,Rice,Kharif,2023,167.84,401.61
Maharashtra,Rice,Rabi,2020,707.87,2662.1
Maharashtra,Maize,Kharif,2019,649.04,3066.49
Punjab,Cotton,Kharif,2018,115.82,525.68
Karnataka,Cotton,Kharif,2019,764.54,1665.38
Maharashtra,Maize,Rabi,2018,406.28,1509.22
Maharashtra,Rice,Rabi,2022,226.01,760.25
Punjab,Maize,Rabi,2019,590.1,1347.81
Punjab,Rice,Rabi,2021,63.09,284.36
Karnataka,Rice,Rabi,2018,758.09,1858.17
Karnataka,Maize,Rabi,2021,437.79,1191.54
Maharashtra,Cotton,Kharif,2022,693.93,3067.79
Punjab,Cotton,Rabi,2023,801.85,1909.9
Karnataka,Maize,Kharif,2020,492.07,1451.14
Punjab,Wheat,Kharif,2019,174.69,428.82
Punjab,Rice,Rabi,2023,927.33,4163.71
Karnataka,Wheat,Rabi,2020,417.08,1566.74
Punjab,Maize,Rabi,2019,580.82,2726.38
Punjab,Maize,Kharif,2023,484.06,1124.27
Karnataka,Rice,Kharif,2021,515.93,1431.79
Maharashtra,Maize,Rabi,2021,812.39,2900.7
Punjab,Rice,Rabi,2021,900.08,2841.26
Tamil Nadu,Wheat,Rabi,2022,316.89,754.12
Punjab,Cotton,Kharif,2023,576.4,1297.18
Karnataka,Maize,Rabi,2020,984.13,3399.42
Maharashtra,Maize,Kharif,2021,956.78,2974.2
Tamil Nadu,Maize,Kharif,2021,480.58,2225.13
Maharashtra,Maize,Rabi,2018,718.9,2697.24
Karnataka,Wheat,Kharif,2018,763.8,3102.16
Tamil Nadu,Cotton,Kharif,2019,163.12,732.17
Tamil Nadu,Maize,Rabi,2022,673.95,1943.82
Karnataka,Maize,Rabi,2023,545.56,1243.46
Punjab,Maize,Kharif,2020,547.12,2116.46
Karnataka,Cotton,Kharif,2020,451.9,1782.23
Tamil Nadu,Maize,Kharif,2018,474.42,2104.81
Punjab,Cotton,Kharif,2020,270.11,612.01
Punjab,Maize,Rabi,2023,226.55,1129.74
Maharashtra,Maize,Kharif,2023,751.05,3326.33
Punjab,Maize,Rabi,2022,247.97,904.98
Karnataka,Wheat,Rabi,2021,494.36,2464.24
Punjab,Maize,Rabi,2021,478.15,2068.43
Karnataka,Maize,Kharif,2021,599.73,2867.09
Maharashtra,Rice,Kharif,2019,773.93,3517.88
Karnataka,Rice,Rabi,2019,327.22,1400.25
Tamil Nadu,Cotton,Rabi,2023,954.45,3821.51
Maharashtra,Cotton,Rabi,2020,173.14,470.65
Maharashtra,Cotton,Rabi,2021,403.38,1458.61
Karnataka,Cotton,Kharif,2020,603.31,2434.69
Maharashtra,Wheat,Kharif,2018,988.11,3226.5
Maharashtra,Cotton,Rabi,2021,566.48,2503.86
Karnataka,Wheat,Kharif,2018,535.24,2604.91
Maharashtra,Rice,Rabi,2019,174.27,721.7
Punjab,Rice,Kharif,2021,888.95,3469.47
Tamil Nadu,Wheat,Kharif,2022,83.43,356.29
Maharashtra,Maize,Kharif,2020,200.94,831.73
Maharashtra,Maize,Kharif,2021,298.35,728.57
Punjab,Wheat,Rabi,2020,143.56,553.93
Maharashtra,Rice,Kharif,2020,491.79,1066.27
Punjab,Wheat,Rabi,2019,862.94,2646.89
Punjab,Wheat,Kharif,2019,574.52,2413.7
Karnataka,Wheat,Kharif,2020,437.43,919.09
Maharashtra,Rice,Kharif,2020,999.6,2400.56
Maharashtra,Rice,Kharif,2019,874.9,2575.0
Tamil Nadu,Wheat,Kharif,2021,473.48,2239.57
Tamil Nadu,Cotton,Rabi,2022,226.08,927.82
Tamil Nadu,Maize,Rabi,2021,501.76,1534.58
Maharashtra,Cotton,Kharif,2023,809.17,2050.57
Maharashtra,Rice,Rabi,2021,784.17,3153.07
Punjab,Rice,Rabi,2019,769.24,3789.74
Karnataka,Wheat,Rabi,2022,691.24,2459.9
Tamil Nadu,Rice,Rabi,2023,406.42,1897.35
Tamil Nadu,Cotton,Kharif,2019,597.17,1325.15
Karnataka,Rice,Kharif,2022,486.18,2378.12
Tamil Nadu,Cotton,Rabi,2022,952.22,1994.55
Maharashtra,Cotton,Rabi,2020,638.6,2041.58
Maharashtra,Rice,Kharif,2021,925.26,2444.33
Karnataka,Rice,Kharif,2022,63.33,198.56
Punjab,Wheat,Kharif,2020,116.41,451.09
Punjab,Cotton,Rabi,2023,434.27,893.95
Tamil Nadu,Maize,Kharif,2022,411.74,1177.58
Punjab,Rice,Rabi,2021,664.71,2453.25
Tamil Nadu,Wheat,Kharif,2020,24.09,67.06
Tamil Nadu,Maize,Rabi,2019,681.83,2774.22
Tamil Nadu,Cotton,Kharif,2019,345.73,1519.02
Tamil Nadu,Cotton,Kharif,2018,233.38,538.92
Karnataka,Rice,Kharif,2021,826.86,3115.14
Maharashtra,Cotton,Rabi,2018,880.46,2649.43
Karnataka,Wheat,Kharif,2023,19.93,82.23
Karnataka,Wheat,Rabi,2020,314.69,925.27
Tamil Nadu,Rice,Kharif,2019,79.87,293.47
Tamil Nadu,Cotton,Kharif,2018,546.82,1922.4
Punjab,Wheat,Kharif,2021,401.97,1531.71
Maharashtra,Cotton,Kharif,2019,61.68,177.47
Karnataka,Cotton,Kharif,2022,483.17,2188.24
Maharashtra,Rice,Rabi,2021,357.87,1203.38
Maharashtra,Rice,Rabi,2022,218.82,944.69
Karnataka,Rice,Kharif,2023,134.39,531.94
Maharashtra,Maize,Rabi,2018,79.46,296.19
Punjab,Cotton,Rabi,2020,414.71,829.52
Punjab,Wheat,Rabi,2020,94.35,203.28
Karnataka,Rice,Kharif,2022,191.74,867.54
Tamil Nadu,Rice,Kharif,2022,322.53,1454.26
Karnataka,Rice,Rabi,2018,735.66,3155.33
Maharashtra,Maize,Kharif,2023,285.54,1211.22
Maharashtra,Rice,Kharif,2021,34.76,75.8
Punjab,Cotton,Rabi,2018,151.75,665.57
Punjab,Cotton,Rabi,2019,681.38,1828.77
Karnataka,Rice,Rabi,2020,592.47,2888.01
Karnataka,Wheat,Rabi,2018,155.41,376.91
Maharashtra,Cotton,Rabi,2022,708.62,2667.46
Punjab,Wheat,Rabi,2020,152.9,635.59
Maharashtra,Wheat,Kharif,2019,226.0,591.51
Tamil Nadu,Wheat,Rabi,2020,143.37,715.61
Punjab,Rice,Kharif,2018,943.99,2256.16
Maharashtra,Cotton,Rabi,2019,385.63,939.55
Karnataka,Maize,Rabi,2021,311.92,1470.28
Karnataka,Maize,Kharif,2019,771.48,2120.59
Maharashtra,Rice,Kharif,2022,565.11,1166.85
Punjab,Rice,Kharif,2018,460.48,1578.07
Tamil Nadu,Wheat,Rabi,2019,630.08,2235.62
Maharashtra,Cotton,Rabi,2020,76.69,273.96
Tamil Nadu,Cotton,Rabi,2020,949.58,3609.54
Karnataka,Cotton,Kharif,2021,310.62,1432.09
Tamil Nadu,Wheat,Kharif,2022,312.48,794.27
Punjab,Cotton,Kharif,2020,264.63,998.49
Tamil Nadu,Wheat,Rabi,2023,403.4,1815.13
Maharashtra,Rice,Rabi,2018,591.62,2925.21
Maharashtra,Cotton,Kharif,2020,450.07,1092.96
Tamil Nadu,Cotton,Rabi,2019,159.29,758.13
Karnataka,Wheat,Rabi,2023,906.83,2948.33
Maharashtra,Wheat,Kharif,2018,633.13,3130.35
Tamil Nadu,Rice,Kharif,2022,299.6,1033.7
Maharashtra,Rice,Rabi,2019,319.04,929.54
Tamil Nadu,Wheat,Rabi,2019,712.79,3115.65
Punjab,Cotton,Rabi,2020,225.48,667.45
Punjab,Maize,Kharif,2019,56.65,156.19
Punjab,Wheat,Kharif,2021,603.04,1340.53
Tamil Nadu,Maize,Rabi,2020,910.79,3318.95
Karnataka,Wheat,Rabi,2020,205.21,784.0
Tamil Nadu,Rice,Rabi,2018,704.82,2798.6
Karnataka,Rice,Rabi,2020,821.88,3403.33
Maharashtra,Cotton,Kharif,2023,770.89,2691.88
Punjab,Cotton,Kharif,2020,401.72,1517.1
Karnataka,Maize,Rabi,2020,353.89,998.1
Tamil Nadu,Wheat,Kharif,2022,122.74,521.47
Punjab,Maize,Rabi,2021,352.23,1538.88
Tamil Nadu,Wheat,Rabi,2018,473.21,1868.64
Maharashtra,Cotton,Rabi,2023,763.32,2388.52
Tamil Nadu,Wheat,Rabi,2023,653.74,1803.83
Punjab,Wheat,Kharif,2022,556.1,2627.67
Maharashtra,Cotton,Kharif,2021,101.87,323.79
Tamil Nadu,Cotton,Kharif,2022,242.96,789.47
Punjab,Wheat,Rabi,2021,578.28,2304.44
Maharashtra,Cotton,Rabi,2018,470.93,1152.44
Tamil Nadu,Wheat,Kharif,2023,772.59,2082.84
Karnataka,Wheat,Kharif,2023,360.2,1059.17
Tamil Nadu,Rice,Kharif,2023,56.02,130.03
Punjab,Maize,Kharif,2020,313.03,927.19
Maharashtra,Wheat,Rabi,2022,645.89,2891.82
Punjab,Rice,Kharif,2023,859.53,4115.6
Tamil Nadu,Cotton,Kharif,2018,963.56,3238.5
Karnataka,Maize,Kharif,2020,428.89,1496.26
Punjab,Maize,Kharif,2021,534.91,2670.64
Punjab,Maize,Kharif,2022,114.34,359.65
Maharashtra,Maize,Kharif,2023,474.72,1276.38
Tamil Nadu,Cotton,Rabi,2023,257.48,1102.98
Karnataka,Maize,Rabi,2022,272.17,959.32
Tamil Nadu,Wheat,Kharif,2019,201.51,420.13
Maharashtra,Cotton,Kharif,2020,841.21,2697.61
Karnataka,Cotton,Rabi,2018,658.31,3047.14
Maharashtra,Wheat,Rabi,2019,41.1,178.79
Maharashtra,Maize,Kharif,2018,385.56,1396.39
Maharashtra,Wheat,Kharif,2018,605.05,1231.49
Maharashtra,Maize,Kharif,2021,22.02,52.44
Maharashtra,Rice,Kharif,2021,821.89,1991.31
Maharashtra,Maize,Rabi,2022,190.81,526.1
Maharashtra,Maize,Rabi,2019,590.76,2304.3
Tamil Nadu,Wheat,Rabi,2022,110.03,220.24
Maharashtra,Rice,Rabi,2022,850.56,4029.6
Maharashtra,Maize,Rabi,2018,48.36,100.8
Maharashtra,Rice,Rabi,2018,552.99,2192.93
Tamil Nadu,Cotton,Rabi,2019,666.29,2301.03
Tamil Nadu,Cotton,Rabi,2021,711.13,2994.39
Tamil Nadu,Wheat,Kharif,2023,774.87,3621.15
Maharashtra,Wheat,Kharif,2019,163.39,732.2
Karnataka,Wheat,Kharif,2021,528.91,1924.13
Punjab,Maize,Rabi,2023,466.22,1658.53
Karnataka,Wheat,Rabi,2023,945.2,3416.13
Karnataka,Cotton,Kharif,2020,843.57,3660.34
Maharashtra,Rice,Rabi,2018,644.14,2938.53
Tamil Nadu,Cotton,Kharif,2021,209.42,499.52
Punjab,Rice,Kharif,2023,79.78,266.23
Punjab,Maize,Kharif,2020,906.93,3940.35
Punjab,Cotton,Kharif,2018,971.13,2560.62
Tamil Nadu,Maize,Kharif,2021,538.95,1457.23
Tamil Nadu,Rice,Kharif,2022,839.68,2792.25
Karnataka,Rice,Rabi,2021,269.95,1234.31
Tamil Nadu,Rice,Rabi,2023,822.28,2437.02
Tamil Nadu,Wheat,Rabi,2019,896.31,3790.79
Karnataka,Maize,Rabi,2020,566.77,1558.97
Punjab,Rice,Kharif,2019,987.17,3446.08
Tamil Nadu,Cotton,Kharif,2020,448.58,1860.09
Karnataka,Wheat,Kharif,2018,789.69,2505.08
Karnataka,Wheat,Rabi,2022,962.53,2130.64
Tamil Nadu,Wheat,Rabi,2020,602.0,2586.72
Maharashtra,Rice,Kharif,2020,608.41,1567.59
Punjab,Rice,Kharif,2023,800.46,3663.78
Punjab,Rice,Kharif,2018,105.57,374.82
Tamil Nadu,Rice,Rabi,2022,177.28,753.01
Maharashtra,Wheat,Kharif,2020,772.23,3557.31
Punjab,Rice,Rabi,2021,288.33,879.76
Karnataka,Wheat,Rabi,2022,786.55,2706.82
Punjab,Cotton,Rabi,2023,379.39,826.02
Punjab,Wheat,Kharif,2020,402.51,1251.76
Maharashtra,Wheat,Rabi,2023,891.72,4408.18
Karnataka,Maize,Rabi,2020,340.75,1125.62
Punjab,Rice,Rabi,2023,704.27,2626.82
Tamil Nadu,Wheat,Kharif,2021,745.29,1949.26
Karnataka,Maize,Rabi,2023,985.0,3627.65
Maharashtra,Wheat,Kharif,2023,909.4,2804.72
Maharashtra,Wheat,Kharif,2023,205.08,686.98
Karnataka,Maize,Kharif,2018,544.33,1108.0
Maharashtra,Rice,Rabi,2020,87.26,403.39
Tamil Nadu,Maize,Kharif,2022,491.73,1225.93
Karnataka,Rice,Rabi,2019,424.18,2043.76
Maharashtra,Wheat,Rabi,2021,993.05,3588.09
Punjab,Cotton,Kharif,2019,986.71,3326.46
Tamil Nadu,Cotton,Kharif,2021,786.33,2470.87
Karnataka,Wheat,Rabi,2019,27.68,66.28
Maharashtra,Rice,Rabi,2022,532.19,1097.73
Maharashtra,Wheat,Rabi,2023,764.1,3602.61
Punjab,Maize,Kharif,2021,758.83,3415.42
Maharashtra,Rice,Kharif,2018,953.88,2446.1
Punjab,Maize,Rabi,2019,462.36,928.52
Karnataka,Rice,Kharif,2022,747.79,3105.3
Tamil Nadu,Wheat,Kharif,2020,21.96,77.86
Tamil Nadu,Cotton,Rabi,2022,888.31,3598.89
Karnataka,Cotton,Rabi,2021,212.78,449.61
Maharashtra,Wheat,Rabi,2018,996.05,4951.52
Maharashtra,Cotton,Rabi,2023,157.29,417.15
Maharashtra,Wheat,Kharif,2020,558.6,1690.07
Karnataka,Wheat,Rabi,2022,389.4,1745.57
Punjab,Maize,Rabi,2021,973.95,2178.76
Tamil Nadu,Maize,Kharif,2022,741.16,1940.1
Tamil Nadu,Rice,Rabi,2023,911.28,2398.47
Punjab,Maize,Kharif,2019,700.33,1729.74
Punjab,Maize,Rabi,2022,274.93,886.45
Tamil Nadu,Cotton,Kharif,2023,831.76,2219.67
Maharashtra,Maize,Rabi,2021,697.69,1966.63
Karnataka,Wheat,Rabi,2019,664.78,2177.95
Tamil Nadu,Maize,Rabi,2018,249.86,555.61
Karnataka,Rice,Kharif,2018,414.37,2029.94
Tamil Nadu,Rice,Kharif,2023,318.7,991.14
Tamil Nadu,Cotton,Rabi,2018,885.3,4079.63
Maharashtra,Rice,Rabi,2022,888.1,4214.61
Tamil Nadu,Cotton,Kharif,2019,65.98,265.38
Maharashtra,Wheat,Kharif,2023,830.81,1988.47
Maharashtra,Cotton,Rabi,2019,20.54,80.6
Maharashtra,Cotton,Kharif,2022,283.7,915.98
Maharashtra,Rice,Rabi,2018,363.58,1461.03
Punjab,Rice,Rabi,2022,471.05,1977.66
Maharashtra,Wheat,Rabi,2018,19.37,82.51
Maharashtra,Maize,Kharif,2023,197.91,744.93
Punjab,Maize,Rabi,2022,844.58,1873.77
Karnataka,Maize,Rabi,2022,60.01,152.98
Karnataka,Maize,Kharif,2019,551.01,1281.35
Tamil Nadu,Wheat,Rabi,2022,28.45,89.16
Tamil Nadu,Cotton,Rabi,2022,173.22,816.9
Karnataka,Wheat,Kharif,2020,33.26,109.18
Tamil Nadu,Wheat,Rabi,2020,317.48,1440.08
Tamil Nadu,Cotton,Rabi,2022,281.3,905.94
Karnataka,Wheat,Rabi,2018,93.39,224.54
Karnataka,Cotton,Kharif,2021,645.14,1739.44
Tamil Nadu,Maize,Rabi,2019,592.55,2134.98
Karnataka,Wheat,Kharif,2018,916.45,2105.71
Maharashtra,Rice,Rabi,2021,193.38,405.2
Punjab,Maize,Kharif,2022,506.28,1929.22
Tamil Nadu,Cotton,Kharif,2021,475.5,2212.79
Maharashtra,Maize,Kharif,2019,337.8,697.03
Tamil Nadu,Maize,Kharif,2023,811.6,3444.84
Punjab,Maize,Rabi,2021,36.33,85.91
Tamil Nadu,Rice,Kharif,2019,579.84,1813.21
Tamil Nadu,Rice,Kharif,2019,947.38,2798.57
Punjab,Maize,Rabi,2020,994.03,2934.09
Maharashtra,Rice,Kharif,2020,481.6,1573.64
Punjab,Wheat,Kharif,2018,887.04,2177.07
Maharashtra,Wheat,Kharif,2019,367.33,1151.24
Maharashtra,Rice,Kharif,2020,376.13,1699.64
Maharashtra,Maize,Kharif,2020,841.71,4119.5
Karnataka,Cotton,Kharif,2023,194.71,570.53
Maharashtra,Maize,Rabi,2021,35.77,126.0
Maharashtra,Rice,Rabi,2020,207.63,555.91
Tamil Nadu,Wheat,Rabi,2020,192.21,893.36
Tamil Nadu,Cotton,Rabi,2023,848.37,3062.93
Tamil Nadu,Wheat,Kharif,2019,187.93,745.67
Punjab,Wheat,Kharif,2022,434.24,1151.78
Tamil Nadu,Maize,Rabi,2023,79.25,301.54
Maharashtra,Rice,Kharif,2020,503.42,1848.95
Karnataka,Maize,Rabi,2020,904.61,4446.48
Maharashtra,Cotton,Rabi,2021,845.21,2600.57
Tamil Nadu,Cotton,Rabi,2019,105.34,234.58
Karnataka,Rice,Kharif,2023,673.51,2322.97
Maharashtra,Rice,Rabi,2022,101.01,266.16
Punjab,Cotton,Rabi,2021,843.73,4082.31
Maharashtra,Maize,Rabi,2020,157.22,333.95
Karnataka,Rice,Kharif,2019,602.95,1211.83
Tamil Nadu,Rice,Rabi,2020,51.19,151.01
Karnataka,Wheat,Rabi,2018,749.99,3197.65
Karnataka,Cotton,Rabi,2023,202.9,959.27
Maharashtra,Cotton,Rabi,2019,912.73,1836.77
Karnataka,Wheat,Rabi,2018,490.37,2335.42
Maharashtra,Rice,Rabi,2018,61.66,222.75
Maharashtra,Maize,Kharif,2018,58.48,123.16
Maharashtra,Maize,Rabi,2019,356.51,930.45
Punjab,Rice,Kharif,2019,557.28,2594.68
Tamil Nadu,Cotton,Kharif,2019,244.3,858.0
Karnataka,Rice,Kharif,2019,128.31,618.15
Maharashtra,Rice,Rabi,2019,348.76,1465.38
Karnataka,Wheat,Kharif,2018,105.12,377.48
Tamil Nadu,Cotton,Kharif,2020,170.71,694.93
Maharashtra,Maize,Rabi,2022,594.75,2574.23
Karnataka,Maize,Rabi,2022,794.76,3434.81
Punjab,Maize,Kharif,2021,43.21,149.5
Punjab,Maize,Rabi,2019,574.59,1779.72
Punjab,Maize,Rabi,2019,760.54,2938.96
Tamil Nadu,Rice,Kharif,2020,778.14,2415.21
Maharashtra,Cotton,Kharif,2022,751.27,2422.36
Maharashtra,Rice,Rabi,2023,484.55,2366.77
Punjab,Cotton,Rabi,2023,942.33,3764.13
Punjab,Wheat,Rabi,2023,177.93,423.52
Karnataka,Cotton,Rabi,2020,387.47,1863.82
Karnataka,Cotton,Kharif,2020,72.58,227.47
Tamil Nadu,Wheat,Kharif,2021,335.51,1364.4
Karnataka,Wheat,Kharif,2023,240.05,934.69
Maharashtra,Cotton,Rabi,2019,332.86,1571.69
Tamil Nadu,Maize,Kharif,2022,232.35,517.53
Karnataka,Cotton,Rabi,2020,968.41,2003.39
Tamil Nadu,Cotton,Rabi,2021,327.79,1070.6
Karnataka,Wheat,Rabi,2020,996.94,2318.51
Punjab,Cotton,Rabi,2021,569.57,2512.94
Maharashtra,Maize,Kharif,2020,515.54,1632.08
Punjab,Cotton,Kharif,2019,896.8,2672.51
Karnataka,Wheat,Kharif,2019,709.07,2157.42
Punjab,Rice,Kharif,2018,831.63,4094.26
Maharashtra,Maize,Rabi,2021,966.38,3233.05
Punjab,Cotton,Rabi,2021,563.12,2761.35
Karnataka,Maize,Kharif,2022,27.15,75.64
Tamil Nadu,Wheat,Kharif,2023,573.09,1971.3
Karnataka,Cotton,Rabi,2022,306.61,1384.96
Punjab,Wheat,Kharif,2018,915.98,4251.78
Tamil Nadu,Cotton,Rabi,2018,841.91,3412.06
Maharashtra,Wheat,Kharif,2023,33.23,157.45
Karnataka,Wheat,Rabi,2021,455.51,2020.99
Karnataka,Maize,Rabi,2018,159.22,673.87
Karnataka,Cotton,Rabi,2020,960.45,3123.85
Karnataka,Rice,Kharif,2022,376.62,1544.08
Tamil Nadu,Rice,Kharif,2021,294.69,670.92
Karnataka,Cotton,Rabi,2021,537.77,1501.18
Punjab,Maize,Rabi,2018,193.11,596.55
Karnataka,Maize,Kharif,2019,157.24,491.18
Punjab,Wheat,Rabi,2022,199.25,694.84
Punjab,Maize,Kharif,2020,66.69,156.73
Tamil Nadu,Rice,Kharif,2023,891.91,3402.66
Maharashtra,Wheat,Kharif,2018,226.81,1007.53
Karnataka,Maize,Rabi,2019,973.36,3311.93
Punjab,Wheat,Rabi,2020,626.49,1553.18
Tamil Nadu,Maize,Kharif,2019,223.13,790.06
Karnataka,Cotton,Kharif,2022,439.98,1274.18
Tamil Nadu,Wheat,Kharif,2020,805.41,3943.12
Tamil Nadu,Cotton,Kharif,2019,247.37,887.53
Maharashtra,Wheat,Rabi,2023,234.81,693.85
Tamil Nadu,Maize,Rabi,2023,987.46,4142.09
Punjab,Rice,Kharif,2018,419.34,1330.18
Karnataka,Rice,Kharif,2022,993.26,2899.18
Punjab,Wheat,Rabi,2021,922.6,2429.74
Maharashtra,Maize,Kharif,2018,138.99,296.29
Maharashtra,Rice,Kharif,2019,109.8,240.63
Tamil Nadu,Wheat,Rabi,2021,235.14,973.02
Tamil Nadu,Rice,Kharif,2021,441.75,889.97
Punjab,Maize,Kharif,2023,71.83,345.01
Maharashtra,Cotton,Kharif,2022,279.66,1272.7
Tamil Nadu,Cotton,Rabi,2022,166.61,671.35
Maharashtra,Maize,Kharif,2020,355.29,1315.11
Maharashtra,Cotton,Kharif,2023,969.02,4687.21
Punjab,Maize,Rabi,2018,650.74,1940.49
Karnataka,Wheat,Kharif,2021,715.8,3310.31
Karnataka,Wheat,Rabi,2018,980.17,4713.31
Punjab,Wheat,Kharif,2022,466.42,1923.95
Tamil Nadu,Rice,Kharif,2023,752.74,3033.2
Karnataka,Maize,Rabi,2022,370.03,1806.93
Tamil Nadu,Cotton,Kharif,2022,673.74,3125.57
Punjab,Maize,Kharif,2023,788.03,3382.09
Karnataka,Wheat,Rabi,2020,468.35,2133.95
Karnataka,Wheat,Kharif,2020,797.53,2040.18
Tamil Nadu,Maize,Kharif,2020,801.49,1795.39
Maharashtra,Rice,Kharif,2019,172.73,386.64
Karnataka,Wheat,Kharif,2022,75.34,262.79
Tamil Nadu,Maize,Rabi,2018,533.01,2193.41
Tamil Nadu,Cotton,Kharif,2023,97.83,404.9
Maharashtra,Cotton,Rabi,2019,119.41,376.29
Tamil Nadu,Cotton,Rabi,2021,406.89,951.75
Maharashtra,Maize,Kharif,2021,989.25,3007.63
Tamil Nadu,Rice,Rabi,2021,130.95,640.97
Maharashtra,Maize,Rabi,2020,521.13,1740.16
Tamil Nadu,Wheat,Kharif,2021,469.42,1407.35
Punjab,Maize,Kharif,2023,887.71,4320.64
Karnataka,Cotton,Rabi,2021,978.72,3359.09
Karnataka,Wheat,Rabi,2018,825.83,2953.72
Maharashtra,Wheat,Kharif,2019,257.85,839.28
Maharashtra,Rice,Kharif,2022,657.3,2374.91
Tamil Nadu,Cotton,Kharif,2021,810.65,2182.93
Tamil Nadu,Cotton,Kharif,2021,927.87,2110.02
Punjab,Maize,Kharif,2021,469.04,1724.12
Maharashtra,Maize,Rabi,2020,421.03,1870.91
Tamil Nadu,Cotton,Rabi,2021,491.57,1137.15
Karnataka,Wheat,Rabi,2019,989.72,2173.8
Tamil Nadu,Wheat,Kharif,2022,226.97,552.1
Maharashtra,Maize,Kharif,2020,237.81,712.65
Karnataka,Rice,Kharif,2021,653.8,3016.16
Punjab,Maize,Rabi,2018,572.77,2752.85
Tamil Nadu,Maize,Kharif,2023,240.1,717.2
Punjab,Rice,Rabi,2022,931.73,2845.26
Karnataka,Rice,Kharif,2020,653.99,1795.25
Tamil Nadu,Maize,Rabi,2023,557.29,2085.85
Maharashtra,Wheat,Rabi,2020,574.47,1548.93
Karnataka,Wheat,Rabi,2022,93.12,419.81
Punjab,Maize,Kharif,2023,73.91,257.12
Karnataka,Wheat,Kharif,2018,122.81,463.24
Maharashtra,Cotton,Rabi,2019,487.78,2411.54
Punjab,Cotton,Kharif,2023,133.7,373.88
Karnataka,Wheat,Kharif,2023,699.08,2504.51
Tamil Nadu,Cotton,Kharif,2021,399.41,998.22
Maharashtra,Wheat,Rabi,2020,521.14,1152.27
Maharashtra,Cotton,Kharif,2020,402.96,886.05
Karnataka,Maize,Kharif,2023,513.81,1127.56
Maharashtra,Rice,Rabi,2021,323.59,1342.09
Maharashtra,Rice,Kharif,2018,555.25,1523.68
Maharashtra,Wheat,Kharif,2022,53.56,236.76
Maharashtra,Cotton,Rabi,2018,525.25,2508.91
Punjab,Rice,Kharif,2021,379.9,1353.62
Karnataka,Cotton,Rabi,2018,506.79,1351.63
Karnataka,Rice,Kharif,2018,287.77,1341.23
Tamil Nadu,Rice,Rabi,2020,399.99,1418.01
Punjab,Rice,Kharif,2020,550.85,1553.52
Punjab,Cotton,Kharif,2020,517.56,1959.57
Maharashtra,Wheat,Kharif,2023,699.83,2853.93
Karnataka,Wheat,Kharif,2018,973.59,3268.1
Tamil Nadu,Rice,Kharif,2022,86.36,375.26
Maharashtra,Cotton,Kharif,2019,712.79,3516.22
Maharashtra,Rice,Rabi,2022,764.32,2156.18
Maharashtra,Cotton,Rabi,2018,773.27,2105.43
Punjab,Rice,Kharif,2022,206.34,966.43
Punjab,Wheat,Rabi,2018,263.35,853.15
Punjab,Cotton,Rabi,2022,154.44,744.16
Tamil Nadu,Rice,Kharif,2020,35.62,78.16
Karnataka,Wheat,Kharif,2019,923.56,4512.65
Maharashtra,Cotton,Rabi,2019,730.45,2787.08
Karnataka,Cotton,Rabi,2022,542.06,1163.82
Punjab,Wheat,Rabi,2020,427.99,1695.99
Karnataka,Rice,Rabi,2018,267.96,537.72
Maharashtra,Maize,Kharif,2018,791.72,3438.59
Punjab,Cotton,Rabi,2020,774.61,2421.16
Karnataka,Rice,Kharif,2023,341.94,1249.75
Karnataka,Cotton,Kharif,2021,381.6,1793.79
Karnataka,Wheat,Rabi,2021,870.89,4304.94
